"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"2229","sp|Q6PD62|CTR9_HUMAN",5,2,3,4,2,5,23.7344453273161,23.3525715250877,24.2803760253485,23.547117758859,24.0502895883247,23.9151310809264,-0.416763525372065,1
"2230","sp|Q9BTD8|RBM42_HUMAN",2,3,4,2,2,3,23.3116758461096,23.513305688821,23.6456929504812,23.2222162020644,23.8194765908717,23.5925693830109,-0.149584704522069,1
"2231","sp|P15976|GATA1_HUMAN",5,3,3,5,4,4,27.9391929575311,27.754118751504,28.3396780949218,28.1414810288396,28.471878222963,28.5628449401565,-0.0974348516386018,1
"2232","sp|Q06265|EXOS9_HUMAN",5,5,5,5,3,4,24.1104262779663,23.9700896490485,24.3994646505629,24.0883796827533,24.4696872723385,24.5065861582931,-0.138174236924268,1
"2233","sp|P35613|BASI_HUMAN",5,4,4,4,4,4,24.0128966060794,24.2634339808477,24.483967775018,24.1012367481913,24.421054731128,24.5055536638223,-0.015898239788033,1
"2234","sp|P39743|RV167_YEAST",8,5,4,4,3,3,23.9895634968658,23.29371200876,24.3975281498388,23.3744311393193,24.25934832625,23.6207807181864,-0.785838702229633,0.152017101490667
"2235","sp|Q9UHY1|NRBP_HUMAN",4,4,2,4,4,4,23.336268593875,23.5847642484312,23.7764214858324,23.3225087290447,23.4346231377366,23.6088190315565,-0.0104070694705349,1
"2236","sp|P07560|SEC4_YEAST",7,4,5,4,3,4,25.7258615284182,25.4570233535457,26.1947159818435,25.4347569961365,26.1631163334642,25.8318223371012,-0.453363718980833,0.964929176717388
"2237","sp|P38817|GGA2_YEAST",3,4,3,3,2,2,22.5993152826358,23.8727599742263,23.0933664633051,22.0450665502926,22.7602660496396,22.4006069086125,-0.0448381208163665,1
"2238","sp|P39109|YCFI_YEAST",3,4,4,2,NA,2,25.4529703863214,23.3242750550998,25.7480328056565,24.4521542511686,25.6117180366217,24.762938143807,-1.42445125950807,0.0848149624110103
"2239","sp|Q02821|IMA1_YEAST",5,8,6,NA,NA,2,23.8044479453944,23.085720596855,24.265938475086,23.0342972381855,24.3401737865245,23.4360478630664,-0.951498169632667,0.0958692337421188
"2240","sp|P02359|RS7_ECOLI",2,2,4,4,3,7,24.1950157372804,25.3428289769447,24.5242705300036,25.6345131826816,24.6000871263246,25.9157400882411,1.19123628475293,0.049520532030043
"2241","sp|O95486|SC24A_HUMAN",2,5,5,5,3,5,24.5590940492987,23.1999248073163,23.6580592309079,24.5058566103049,23.118983040829,23.0830468591415,-0.182436014757633,1
"2242","sp|P43304|GPDM_HUMAN",3,6,4,4,6,4,22.7885778557888,23.2408182578556,22.9824604469048,23.0412502305554,23.1435465465969,23.4784400693476,0.281974569489365,0.604025073287368
"2243","sp|P22943|HSP12_YEAST",6,4,3,3,4,4,28.6074319122305,27.2208225944104,29.0165609301975,27.8107281251033,29.1600389704352,28.1622530156601,-1.19674269256313,0.0586509010891445
"2244","sp|Q15102|PA1B3_HUMAN",3,4,6,4,6,6,24.9904763967199,25.1778489518845,25.4489082688939,25.2366975888924,25.5678931941063,25.5533962190313,-0.0131116999706329,1
"2245","sp|P38264|PHO88_YEAST",4,4,5,4,5,3,25.4862190565286,25.4362530235918,26.3637986969795,25.4537746332486,26.4063188171975,25.6394013246319,-0.575635863077768,0.973783401930082
"2246","sp|O95817|BAG3_HUMAN",5,4,4,5,4,5,23.3173676193826,23.0067915782623,23.683876150932,23.030099127867,23.3678827472724,23.8087697926696,-0.174488672929368,1
"2247","sp|Q8IX90|SKA3_HUMAN",5,4,4,3,5,5,24.9811398333632,21.9709632733214,22.8334822370515,25.2154019108991,22.9254927773375,22.800900887085,-0.2509495921489,1
"2248","sp|Q9H078|CLPB_HUMAN",5,3,4,2,3,6,23.8920074385562,23.6958458197565,24.1935200967357,24.0514471099317,24.2395683760651,24.3014283728068,-0.0921248696206665,1
"2249","sp|Q01852|TIM44_YEAST",5,4,5,1,2,2,28.1567527879712,26.7589722005308,28.4443989602781,27.0391419557428,28.4158990470418,27.2962291013748,-1.30756917921423,0.0427606463090118
"2250","sp|P43897|EFTS_HUMAN",7,5,5,2,5,6,23.9678695071493,24.0776106461011,24.7237034351951,24.0382584247102,24.7996387391523,24.5165055822078,-0.286279009492534,1
"2251","sp|Q96K76|UBP47_HUMAN",2,2,3,3,5,2,22.0393516667576,22.4742981113695,24.7760686169595,21.8707412565897,22.9797988251254,22.9395926646263,-0.836862358752333,1
"2252","sp|Q9C0J8|WDR33_HUMAN",4,3,4,4,5,7,22.8132979812273,23.3983575022584,23.3107610117141,22.9767015090764,23.6338100867472,23.7157650307046,0.110984987450266,1
"2253","sp|Q7Z5L9|I2BP2_HUMAN",3,2,3,3,3,6,22.8403816691669,22.6215079654372,23.4743939263067,23.2338576399835,23.5340374457828,23.5954479229335,-0.132666504300733,1
"2254","sp|P37647|KDGK_ECOLI",3,5,4,3,4,4,22.8252055067529,24.8802790163644,23.1670453565321,24.8736958643487,23.4299116131833,25.1231189027424,1.8183104356624,0.0158344669857479
"2255","sp|Q06103|RPN7_YEAST",5,5,5,3,4,4,24.4610402289562,23.8641938919721,24.7875961269173,23.941900315459,24.6708544945647,24.7019537466074,-0.470480965466566,1
"2256","sp|Q86X55|CARM1_HUMAN",2,4,2,3,3,5,23.7648963876537,23.610956446,24.276685008603,23.9872237577431,24.3358877939691,24.2485052594521,-0.176927909010201,1
"2257","sp|Q14738|2A5D_HUMAN",6,3,3,4,8,3,22.8642835499774,22.9634649868164,23.2486018174833,23.0463311983136,23.2282512104301,23.2490272038746,-0.0274377296287334,1
"2258","sp|Q641Q2|WAC2A_HUMAN",3,2,3,2,4,4,22.3880609179673,23.1684776340353,23.0350945758763,22.7555135360379,23.2615380115965,23.0793669381546,0.106221534262565,1
"2259","tr|Cont_Q3ZBS7|Q3ZBS7_BOVIN",1,4,3,2,2,4,24.3146328889435,24.2184754370611,24.3165284793152,24.1306685905065,24.7278112122394,24.1027271886537,-0.302367121425599,0.884967099016686
"2260","sp|Q9Y2Q3|GSTK1_HUMAN",2,4,5,4,4,3,23.9235918985939,24.6892320297459,24.925159699751,24.1735212970127,24.4812015182175,24.5464595339042,0.0264199147001338,1
"2261","sp|Cont_P01030|CO4_BOVIN",2,3,5,3,3,3,23.2236097904318,22.7312716876735,23.9653125843495,23.0514280246652,24.1194712064835,23.2300716108778,-0.765207419349434,0.415980316395068
"2262","sp|Q96F86|EDC3_HUMAN",4,2,5,3,2,6,22.7025388128846,22.7195085207975,23.0281802571289,22.9521890865983,23.2423623694549,23.1897001605859,-0.0372278904955661,1
"2263","sp|Q03973|HMO1_YEAST",3,3,5,4,3,3,23.7654420143841,22.9135929661487,24.1915738948887,23.0708104764959,24.4903377527665,23.5479904944649,-0.971653241643266,0.137515406172721
"2264","sp|P32628|RAD23_YEAST",5,6,5,4,6,6,23.8081212697266,23.1489165579236,24.3163123334427,23.1290361270101,24.394491609894,23.4029261770366,-0.946015450364333,0.0954361495733771
"2265","sp|Q8WYA6|CTBL1_HUMAN",1,4,2,3,6,5,22.9287399191983,23.2464911236623,23.4140424515514,23.2023111343561,23.5737225292746,23.6111595761462,0.0478189780467666,1
"2266","sp|P0ADG7|IMDH_ECOLI",1,NA,NA,3,4,4,23.3589435705888,23.3356085676682,21.9996027513813,23.6783048368081,22.1633536207658,23.9481247922691,1.1467127513365,0.216996343986947
"2267","sp|Q9BTT0|AN32E_HUMAN",5,5,4,5,6,5,25.1968467241785,25.5526440056914,25.4272838118725,25.5050116900226,25.2798413619269,25.5788974712081,0.244193756314734,0.510245279227172
"2268","sp|Q9NP79|VTA1_HUMAN",4,5,5,6,4,6,23.2856347559433,23.3657961891595,23.554429945594,23.5246233714419,23.8349773021857,23.851951344346,0.0224429670748011,1
"2269","sp|Q9ULH0|KDIS_HUMAN",2,1,4,4,3,2,22.5263815091187,22.4901965871849,22.877222994544,22.7424483231094,24.2385454165525,23.03029836884,-0.459735547026966,1
"2270","sp|O75940|SPF30_HUMAN",2,2,2,5,5,2,23.35308475473,24.804691943387,23.6325366609887,23.6446117249481,23.1255963486609,22.898503596322,0.412196500092501,1
"2271","sp|Cont_Q28178|TSP1_BOVIN",1,4,6,3,4,3,22.726194455989,22.8466473200316,22.998134330275,22.6180608044888,22.9919030795482,23.0626283866089,-0.0629651182276341,1
"2272","sp|P48556|PSMD8_HUMAN",5,5,5,4,6,4,23.9018464108827,24.1228888028896,24.1021817324487,23.9517984562246,24.2675796763728,24.2902066199863,0.0310953531321007,1
"2273","sp|Q9UKD2|MRT4_HUMAN",6,6,8,7,6,7,25.2367053247108,25.3869602367882,25.522768763433,25.1910596664826,25.5268148896607,25.4870273186684,-0.0737472519550989,1
"2274","sp|Q7Z739|YTHD3_HUMAN",7,5,4,4,3,3,24.2772686678968,24.1652649321542,24.7651328984639,24.7012934519547,24.9047409085934,24.8866645616007,-0.0646398430814988,1
"2275","sp|P61019|RAB2A_HUMAN",4,4,4,6,5,4,23.5709783375472,24.0341020760131,24.2060345047188,24.2441949742884,24.0867706979925,24.2063086637371,0.206940724593367,0.950335802255897
"2276","sp|P60422|RL2_ECOLI",NA,1,NA,5,5,7,23.032934582667,23.5962604032878,23.8304763287406,24.3357958146999,23.5326314205315,24.7819582640777,0.772657383375434,0.353101885211986
"2277","sp|P0AG80|UGPB_ECOLI",NA,NA,NA,4,5,4,22.6871216949578,24.0985991878425,23.4175316702174,24.3678568921547,23.645619736008,24.3828791330027,1.0330207039389,0.0914492399205954
"2278","sp|P82979|SARNP_HUMAN",4,5,3,2,4,3,25.3557034083076,25.3102612117044,25.7999642577568,25.5527909156292,25.7845543757119,25.6350476165996,-0.147374099281033,1
"2279","sp|Q9C0C2|TB182_HUMAN",4,3,2,2,2,3,22.1008472589389,21.9388266938181,22.5288829356615,22.229836981991,22.5692648229263,22.4615135448222,-0.189605932298466,1
"2280","sp|Q92783|STAM1_HUMAN",4,2,3,6,3,5,23.1410846323374,23.4364348980244,23.806369960661,23.5181638776197,23.6271328495577,23.7315737468125,0.0371950266335001,1
"2281","sp|Q9H074|PAIP1_HUMAN",5,5,5,6,6,4,25.2937529768012,25.4139950798879,25.2255018067252,25.0986555648418,25.3022212464261,25.2116974710907,-0.0323759713773673,1
"2282","sp|O75381|PEX14_HUMAN",3,2,3,3,5,5,24.2323625153672,23.0456545245736,23.4764286762326,23.2512284081203,24.5456029562923,24.5931276743043,-0.4547945136313,1
"2283","sp|P63220|RS21_HUMAN",5,5,5,4,4,5,26.5777072581864,26.2284488115926,26.5360243626988,26.719308388759,26.9990380383701,27.0615010650216,-0.0345037979607004,1
"2284","sp|P00961|SYGB_ECOLI",NA,NA,1,2,4,7,22.1896731685096,23.2472724548163,22.0762517710742,23.2692118774521,22.3525735455046,23.6249570577842,1.17431430165473,0.0516402430889208
"2285","sp|Q96C19|EFHD2_HUMAN",5,4,3,4,4,2,23.9161352264529,23.8168590521018,24.3608679761931,24.097307535232,24.4231197581442,24.4748055857852,-0.103716929223732,1
"2286","sp|Q8TC07|TBC15_HUMAN",1,2,4,1,2,6,22.8478172308243,23.373437238489,23.5849411747148,22.9217102101531,23.5068102159056,23.7777820445133,0.0444536239035678,1
"2287","sp|P04080|CYTB_HUMAN",4,4,4,4,5,5,24.5469017585554,25.009227394229,25.9814527447362,25.811529528924,26.0913635522215,26.178662875653,0.126567247764301,1
"2288","sp|Q5T8P6|RBM26_HUMAN",6,7,5,4,5,4,23.1680950160202,23.7383017619705,24.3413984253291,23.3854358823234,23.704525526593,23.6824382937583,-0.135947676630033,1
"2289","sp|Q9ULV3|CIZ1_HUMAN",NA,1,2,4,2,4,21.6638705520425,22.3378737965727,22.3179941019923,22.4043760377768,22.7469972620814,22.7068105792474,0.240066165826899,1
"2290","sp|Q96CN7|ISOC1_HUMAN",4,7,4,5,6,6,24.4862820399144,24.717616184579,24.9308120381259,24.722460896252,25.0231022089586,25.096321707571,0.0320675004676995,1
"2291","sp|P40327|PRS4_YEAST",3,2,5,2,2,4,24.9983722121457,24.7470479860962,25.5469721534873,24.8655617749699,25.5343285328069,25.2295235462546,-0.412513197039733,1
"2292","sp|Cont_Q28085|CFAH_BOVIN",1,1,1,4,2,5,21.9700068581283,22.2618011071953,22.2886112478854,22.2823741241677,22.5884539917636,22.703235509111,0.133446214232233,1
"2293","sp|P63167|DYL1_HUMAN",5,4,3,4,5,3,23.8481607202839,23.5175449283296,24.0723552400572,23.9883828757579,24.3647721454309,24.2620182611997,-0.172447346828267,1
"2294","sp|P14906|SEC63_YEAST",3,5,7,3,2,2,23.5575162883007,22.8752540207989,23.9515637070828,22.7988347541341,24.0922956647579,22.7031926224589,-1.07469808758317,0.0581356813120057
"2295","sp|O75489|NDUS3_HUMAN",3,5,4,5,4,5,24.3969457258414,24.3593051955271,24.5811426437132,24.3363787959165,24.6562143667312,24.6107871865682,-0.109277186091334,1
"2296","sp|Q9NVJ2|ARL8B_HUMAN",4,2,5,5,4,4,23.773257246065,24.1818730517486,24.1737396502703,23.8499760814571,24.6058646936478,24.6223013246272,0.0337629559499331,1
"2297","sp|P28274|URA7_YEAST",7,5,3,NA,1,NA,23.4447135067175,22.2097314858959,23.7461876909142,24.5566802833605,23.8664039571326,24.5180186832006,0.0757084325642339,1
"2298","sp|P0AFG6|ODO2_ECOLI",1,1,1,3,4,4,22.0149667949701,23.5247932449974,22.6751900606474,24.1021056245139,22.9443333430628,24.582048007188,1.524818892673,0.0367869862875652
"2299","sp|Q86U90|YRDC_HUMAN",4,4,4,4,5,4,23.2287825874461,23.3026656956413,23.6318753314421,23.3011793850556,23.74837519407,23.4629792265733,-0.180736268562667,1
"2300","sp|P62399|RL5_ECOLI",3,1,2,5,6,4,22.5111456695289,24.2852699890129,22.9434210807613,24.057093875982,22.816327844338,24.411676356647,1.49438187567123,0.0251996361389383
"2301","sp|P49840|GSK3A_HUMAN",4,2,4,2,3,5,22.5839742940046,22.8086190793153,22.8513472101637,22.6479770020383,22.9975680945755,23.177184705232,0.0669637292806004,1
"2302","sp|P32468|CDC12_YEAST",4,3,4,2,4,3,23.5227802551538,23.2143650747597,23.7797939846834,23.347642588141,24.141690566618,23.7436885638835,-0.379522859890334,1
"2303","sp|P49366|DHYS_HUMAN",2,2,2,3,2,5,22.2626828591314,23.0532961873176,22.7266465197442,22.9576148670347,22.8665775223745,23.4720633488202,0.542355833974134,0.303327260169539
"2304","sp|Q9UKV8|AGO2_HUMAN",2,2,3,2,3,3,22.4102182874684,22.9936977088813,23.593132576641,23.1372923135949,23.1780525138834,23.5281006546506,0.159229099711334,1
"2305","sp|Q9H7Z7|PGES2_HUMAN",4,6,5,4,3,5,23.0006293192243,23.3891707404329,23.4312416414801,22.9609229456261,23.3985246463592,23.6444874068582,0.0547284952845336,1
"2306","sp|P16547|OM45_YEAST",5,6,6,4,5,4,24.1789568696564,23.0886899111949,24.5897450841526,23.4110965134277,24.5609742693457,23.3943500372312,-1.14517992043363,0.0538071255703909
"2307","sp|Q9NNW7|TRXR2_HUMAN",3,3,4,1,2,4,23.6370665983738,23.5065500830967,23.8344388366901,23.4856633821963,24.048693568365,23.8275649329995,-0.233473535045467,1
"2308","sp|P36013|MAOM_YEAST",4,5,6,1,2,3,23.2654636781637,23.1715821150057,23.589727371319,22.2809947128703,24.0826368362173,23.1210447839969,-0.788068757942367,0.532479094354265
"2309","sp|P61201|CSN2_HUMAN",5,6,6,6,3,6,24.2317557124945,24.1375382638271,24.8088654163017,24.5642066025442,25.0325959874879,24.5242112164305,-0.282420344494099,1
"2310","sp|P06787|CALM_YEAST",6,5,5,4,4,3,25.7008202523276,26.9396364221059,27.1672009779114,24.8590116688012,25.8480446405055,26.8609107850111,-0.0188356649420989,1
"2311","sp|O60231|DHX16_HUMAN",2,3,3,5,3,4,22.133768263692,22.7214857865069,22.4941352199951,22.4902591522996,22.7914115284184,22.9092457059717,0.233891877557565,0.958100595155265
"2312","sp|Q8N543|OGFD1_HUMAN",4,4,5,3,3,5,23.2295361612681,22.7070601771577,23.4992737802697,23.1208103988917,24.23905421828,23.4397938610524,-0.566733240905333,1
"2313","sp|P49903|SPS1_HUMAN",5,5,4,3,6,4,23.841677015492,23.3789414629231,23.4987091148097,23.3827741411969,23.6629239897511,23.5821852905706,-0.219803075120733,1
"2314","sp|Q12824|SNF5_HUMAN",4,4,2,4,3,2,23.231014141096,23.5711725896597,23.7952182536702,23.5227266263405,23.7259378527688,24.0150849142732,0.118937960912799,1
"2315","sp|P07919|QCR6_HUMAN",4,4,3,4,3,3,24.3224621053643,24.4184954057026,24.7838459275951,24.1404108827039,24.6058148571766,24.481346400094,-0.223956733878499,1
"2316","sp|Q04869|YM94_YEAST",4,6,6,2,1,5,24.3166698888664,23.3288732088956,24.5604797796395,23.5892752204735,24.7386645043772,25.4757127774413,-0.407317655357568,1
"2317","sp|Q9Y4C8|RBM19_HUMAN",4,3,5,5,3,5,22.5034274943987,22.7139779730275,22.8197627835201,22.5398436794628,22.9529814905899,22.9169220813467,-0.0351426782239,1
"2318","sp|P53597|SUCA_HUMAN",5,3,5,5,3,5,23.7126136885705,23.4887293861361,24.0456771854528,23.7954230912973,24.0003459876028,24.1508360804445,-0.107882767916066,1
"2319","sp|P49454|CENPF_HUMAN",3,1,3,2,2,4,21.8754610229395,21.663295760806,22.2438910330688,22.1560585348641,22.5516021926637,22.3729730331615,-0.159542306613466,1
"2320","sp|P08579|RU2B_HUMAN",NA,1,4,6,5,5,25.5259978049719,25.8290662364418,26.2738799532659,25.7460127605833,26.144694646785,26.1589292089325,-0.0701880663550666,1
"2321","sp|Q9P015|RM15_HUMAN",3,4,4,6,2,5,23.0336498432606,23.1084378347418,23.3346186437455,23.2562498715267,23.5823009660912,23.4632147751802,-0.0408889905495341,1
"2322","sp|P49770|EI2BB_HUMAN",4,3,5,NA,5,5,23.6726050020714,22.673584915681,24.2539272444203,23.6205279295724,24.1559893844539,24.3182273765482,-0.490060469714666,1
"2323","sp|Q9NRG9|AAAS_HUMAN",3,3,3,2,2,5,23.9447259996857,24.0367900343898,24.7371183754632,24.062507179617,24.4319163313288,24.5580548994841,-0.152136197662267,1
"2324","sp|Q06146|YL257_YEAST",5,2,4,1,1,1,22.7159982169948,21.7270643630222,23.2542018254544,22.2029117691924,23.2519481101787,22.8067755681773,-0.828465484078665,0.410190892807581
"2325","sp|O43823|AKAP8_HUMAN",3,3,4,4,3,3,24.5171623514396,24.6781056778104,25.0870351278185,24.9014519426669,24.2169920955251,25.2862385000473,0.3482021819138,0.919046641367637
"2326","sp|P54619|AAKG1_HUMAN",4,4,5,6,5,4,23.4949069643169,23.4837417401961,23.6800357062021,23.4805027763383,23.7591627395096,23.8995625238862,-0.0234327898693335,1
"2327","sp|Q13247|SRSF6_HUMAN",4,5,6,4,6,7,26.0489783689713,25.9137444231456,26.6401751966494,26.3943835344209,26.634150984243,26.7497372875343,-0.0884797682543,1
"2328","sp|P0A7L0|RL1_ECOLI",2,NA,4,5,7,6,23.5905499315217,25.3898585646125,24.0765430896474,25.8652847146139,24.7459558472569,26.0363232146339,1.6261392084781,0.0284400769584045
"2329","sp|Q9UBQ0|VPS29_HUMAN",3,2,4,4,6,3,24.7526170743112,24.4651788853433,25.2467142179535,25.0274889396467,25.1935259620732,25.2124702615682,-0.162573055926566,1
"2330","sp|Q8NBT2|SPC24_HUMAN",5,3,3,4,4,4,24.508268705241,24.2001853094669,24.7339165962017,24.1751601216269,24.6411654694891,24.6106712949057,-0.299111348310767,1
"2331","sp|O75607|NPM3_HUMAN",4,4,3,2,5,6,24.4338328401722,23.7553258766595,24.5951200702169,24.4821767262133,24.5834601956064,24.6817180769012,-0.231064142073834,1
"2332","sp|P63000|RAC1_HUMAN",5,5,6,4,3,4,24.5355512641856,24.9275748966693,25.4788312012077,25.1895676080545,25.4284360846979,24.9947561896331,-0.1103066185781,1
"2333","sp|P0A7V8|RS4_ECOLI",3,4,2,4,5,5,23.908784921242,25.1789152431387,24.3182353770171,25.4611769056455,24.5650445362451,25.836723809861,1.22825037471367,0.0476984884928893
"2334","sp|P62847|RS24_HUMAN",3,4,4,5,5,5,25.3613750504162,25.4335625198967,25.5983515157123,25.3906556050069,25.8738629237165,25.7990227696234,-0.0701161984393342,1
"2335","sp|P00448|SODM_ECOLI",2,1,2,7,4,5,24.0008966108522,25.3903959656906,24.4640695634076,25.5428381096004,24.4073992573521,25.7850431159349,1.281970586538,0.0412092580465023
"2336","sp|P41567|EIF1_HUMAN",4,4,4,3,4,5,25.2465725954919,25.1685839838198,25.5030199178279,25.1533791581007,25.3179866520354,25.4999300478067,-0.0818953252093332,1
"2337","sp|P00498|HIS1_YEAST",5,5,8,4,4,5,24.7759453837336,23.7255128182717,25.2639327927348,23.9222457522567,25.4156938077512,24.4920442366509,-1.10525639234677,0.0930114940607136
"2338","sp|P46784|RS10B_YEAST; sp|Q08745|RS10A_YEAST",6,3,4,3,4,4,25.8913901822136,24.7887244054444,26.2770217202626,25.0879617879147,26.3865945596286,25.2073721580152,-1.15698270357683,0.0558928530290338
"2339","sp|P16278|BGAL_HUMAN",4,6,5,7,5,5,24.5667772331522,23.7066769649853,23.7384221708131,24.8796699934474,25.1721457658048,25.0986138043131,0.0692051976585664,1
"2340","sp|Q12117|MRH1_YEAST",4,4,6,2,3,3,26.2227150247178,25.3043419903672,26.7358681339189,25.3797199699032,26.6137139385151,25.5692497546189,-1.10632846075417,0.0570576648104225
"2341","sp|P38071|ETR1_YEAST",5,5,3,3,3,1,24.6232618462455,23.8452422310755,25.2779508184471,24.1263632386021,25.1396323795664,24.146940890731,-0.974099561283468,0.0944035002533034
"2342","sp|Q02880|TOP2B_HUMAN",1,5,5,4,6,1,22.9059459870251,23.3459305037555,23.2967669674356,23.1108588990339,23.5939470452642,23.236447101109,-0.0344744986088337,1
"2343","sp|P23641|MPCP_YEAST",3,5,4,3,4,4,23.5351665496828,22.9515509014856,23.5994292523136,22.6266024928635,23.7761496619251,22.9568261563975,-0.791921971058298,0.13079019092009
"2344","sp|Q08AM6|VAC14_HUMAN",2,3,2,3,1,4,22.1372554096246,22.4861994120251,22.5658339997665,22.5370676441976,22.8874889401112,22.796009893636,0.0762328667854663,1
"2345","sp|Q9BXY0|MAK16_HUMAN",3,3,6,3,4,5,23.7560322739601,23.7221393038273,24.5007935061626,24.483450105418,25.3376766121717,24.7729555372127,-0.205319148612132,1
"2346","sp|P82673|RT35_HUMAN",3,4,6,4,3,2,22.9220703160358,23.2327341732181,23.4937716662111,22.9856301202407,23.4615919785861,23.293116999225,-0.121984222716401,1
"2347","sp|O43818|U3IP2_HUMAN",3,3,4,4,5,4,23.5839551333556,23.5997959601707,24.3092855204383,23.8902846900756,24.4767814255564,24.3368541075179,-0.181029107195368,1
"2348","sp|Q13144|EI2BE_HUMAN",3,5,5,3,6,4,23.5443784584722,23.4686484023496,23.6501474191136,24.5458380003657,23.8250567919577,23.8757287316604,0.290210821610733,1
"2349","sp|P05749|RL22A_YEAST",4,3,3,3,2,3,24.8165297067993,24.2063533829412,25.1192232649414,23.9750978617314,25.3193795388334,24.3666494486502,-0.902343939083767,0.101871174093006
"2350","sp|P23919|KTHY_HUMAN",5,4,3,4,4,5,23.5591026872546,23.5943779144468,24.1276546510684,23.9132248931584,24.1397224564514,24.2387091096741,-0.0267226258317,1
